馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,カウンティフェア B,牝4,田山,栗東・高野,先行,46.0,12,5,,34.0,,中京,14,中1週,Y,,3,サートゥルナーリア,クロフネ,
2,2,ライラ,牝4,松山,栗東・吉岡,逃げ,3.9,1,4,4歳以上2勝クラス,33.5,,京都,105,中14週,Y,,3,キタサンブラック,コロナドズクエスト,
3,3,リアライズ,牡6,角田和,栗東・石橋,先行,19.3,9,11,,34.1,,中京,14,中1週,Y,,3,シルバーステート,キングカメハメハ,
4,4,ダガーリング,牡4,坂井,栗東・柴田,先行,15.9,7,7,,33.2,,中京,14,中1週,Y,,3,タワーオブロンドン,ロードカナロア,
5,4,プレセピオ,牝3,浜中,栗東・笹田,先行,17.1,8,9,,34.9,,札幌,13,中1週,Y,,3,パドトロワ,エピファネイア,
6,5,アムールリーベ,牝5,荻野琢,栗東・宮地,差し,9.5,5,2,,33.2,,中京,14,中1週,Y,,3,シルバーステート,Tapit,
7,5,ネッタイヤライ,牡3,北村友,栗東・矢作,逃げ,29.9,10,1,3歳以上1勝クラス,34.4,,札幌,13,中1週,Y,,3,コントレイル,キンシャサノキセキ,
8,6,ワンコールアウェイ,牝4,松若,栗東・杉山晴,差し,11.9,6,9,,33.3,,中京,14,中1週,Y,,3,サートゥルナーリア,ブライアンズタイム,
9,6,ジッピーレーサー,セ9,秋山稔,美浦・天間,差し,133.0,13,12,,35.0,,新潟,20,中2週,Y,,3,City Zip,Banker's Gold,
10,7,キングケープ,牡3,西塚,栗東・大橋,先行,35.2,11,1,3歳以上1勝クラス,33.8,,中京,27,中3週,Y,,3,フィエールマン,Cape Cross,
11,7,アジュマン,牡4,岩田望,栗東・石坂,差し,5.5,3,9,4歳以上2勝クラス,33.5,,京都,105,中14週,Y,,3,アルアイン,キングカメハメハ,
12,8,ロンドボス,牝4,,栗東・藤原,差し,5.1,2,3,,33.6,,中京,41,中5週,Y,,3,モーリス,ディープインパクト,
13,8,キャッスルレイク,牝4,田口,栗東・松下,,5.8,4,4,,33.6,,中京,14,中1週,Y,,3,サートゥルナーリア,ディープインパクト,
